# source:topology|BGP|20160101|ripe|rrc00
# source:topology|BGP|20160102|ripe|rrc00
# source:topology|BGP|20160103|ripe|rrc00
# source:topology|BGP|20160104|ripe|rrc00
# source:topology|BGP|20160105|ripe|rrc00
# source:topology|BGP|20160101|ripe|rrc01
# source:topology|BGP|20160102|ripe|rrc01
# source:topology|BGP|20160103|ripe|rrc01
# source:topology|BGP|20160104|ripe|rrc01
# source:topology|BGP|20160105|ripe|rrc01
# source:topology|BGP|20160101|ripe|rrc03
# source:topology|BGP|20160102|ripe|rrc03
# source:topology|BGP|20160103|ripe|rrc03
# source:topology|BGP|20160104|ripe|rrc03
# source:topology|BGP|20160105|ripe|rrc03
# source:topology|BGP|20160101|ripe|rrc04
# source:topology|BGP|20160102|ripe|rrc04
# source:topology|BGP|20160103|ripe|rrc04
# source:topology|BGP|20160104|ripe|rrc04
# source:topology|BGP|20160105|ripe|rrc04
# source:topology|BGP|20160101|ripe|rrc05
# source:topology|BGP|20160102|ripe|rrc05
# source:topology|BGP|20160103|ripe|rrc05
# source:topology|BGP|20160104|ripe|rrc05
# source:topology|BGP|20160105|ripe|rrc05
# source:topology|BGP|20160101|ripe|rrc06
# source:topology|BGP|20160102|ripe|rrc06
# source:topology|BGP|20160103|ripe|rrc06
# source:topology|BGP|20160104|ripe|rrc06
# source:topology|BGP|20160105|ripe|rrc06
# source:topology|BGP|20160101|ripe|rrc07
# source:topology|BGP|20160102|ripe|rrc07
# source:topology|BGP|20160103|ripe|rrc07
# source:topology|BGP|20160104|ripe|rrc07
# source:topology|BGP|20160105|ripe|rrc07
# source:topology|BGP|20160101|ripe|rrc10
# source:topology|BGP|20160102|ripe|rrc10
# source:topology|BGP|20160103|ripe|rrc10
# source:topology|BGP|20160104|ripe|rrc10
# source:topology|BGP|20160105|ripe|rrc10
# source:topology|BGP|20160101|ripe|rrc11
# source:topology|BGP|20160102|ripe|rrc11
# source:topology|BGP|20160103|ripe|rrc11
# source:topology|BGP|20160104|ripe|rrc11
# source:topology|BGP|20160105|ripe|rrc11
# source:topology|BGP|20160101|ripe|rrc12
# source:topology|BGP|20160102|ripe|rrc12
# source:topology|BGP|20160103|ripe|rrc12
# source:topology|BGP|20160104|ripe|rrc12
# source:topology|BGP|20160105|ripe|rrc12
# source:topology|BGP|20160101|ripe|rrc13
# source:topology|BGP|20160102|ripe|rrc13
# source:topology|BGP|20160103|ripe|rrc13
# source:topology|BGP|20160104|ripe|rrc13
# source:topology|BGP|20160105|ripe|rrc13
# source:topology|BGP|20160101|ripe|rrc14
# source:topology|BGP|20160102|ripe|rrc14
# source:topology|BGP|20160103|ripe|rrc14
# source:topology|BGP|20160104|ripe|rrc14
# source:topology|BGP|20160105|ripe|rrc14
# source:topology|BGP|20160101|ripe|rrc15
# source:topology|BGP|20160102|ripe|rrc15
# source:topology|BGP|20160103|ripe|rrc15
# source:topology|BGP|20160104|ripe|rrc15
# source:topology|BGP|20160105|ripe|rrc15
# source:topology|BGP|20160101|routeviews|eqix
# source:topology|BGP|20160102|routeviews|eqix
# source:topology|BGP|20160103|routeviews|eqix
# source:topology|BGP|20160104|routeviews|eqix
# source:topology|BGP|20160105|routeviews|eqix
# source:topology|BGP|20160101|routeviews|isc
# source:topology|BGP|20160102|routeviews|isc
# source:topology|BGP|20160103|routeviews|isc
# source:topology|BGP|20160104|routeviews|isc
# source:topology|BGP|20160105|routeviews|isc
# source:topology|BGP|20160101|routeviews|jinx
# source:topology|BGP|20160102|routeviews|jinx
# source:topology|BGP|20160103|routeviews|jinx
# source:topology|BGP|20160104|routeviews|jinx
# source:topology|BGP|20160105|routeviews|jinx
# source:topology|BGP|20160101|routeviews|kixp
# source:topology|BGP|20160102|routeviews|kixp
# source:topology|BGP|20160103|routeviews|kixp
# source:topology|BGP|20160104|routeviews|kixp
# source:topology|BGP|20160105|routeviews|kixp
# source:topology|BGP|20160101|routeviews|linx
# source:topology|BGP|20160102|routeviews|linx
# source:topology|BGP|20160103|routeviews|linx
# source:topology|BGP|20160104|routeviews|linx
# source:topology|BGP|20160105|routeviews|linx
# source:topology|BGP|20160101|routeviews|routeviews2
# source:topology|BGP|20160102|routeviews|routeviews2
# source:topology|BGP|20160103|routeviews|routeviews2
# source:topology|BGP|20160104|routeviews|routeviews2
# source:topology|BGP|20160105|routeviews|routeviews2
# source:topology|BGP|20160101|routeviews|routeviews3
# source:topology|BGP|20160102|routeviews|routeviews3
# source:topology|BGP|20160103|routeviews|routeviews3
# source:topology|BGP|20160104|routeviews|routeviews3
# source:topology|BGP|20160105|routeviews|routeviews3
# source:topology|BGP|20160101|routeviews|saopaulo
# source:topology|BGP|20160102|routeviews|saopaulo
# source:topology|BGP|20160103|routeviews|saopaulo
# source:topology|BGP|20160104|routeviews|saopaulo
# source:topology|BGP|20160105|routeviews|saopaulo
# source:topology|BGP|20160101|routeviews|sydney
# source:topology|BGP|20160102|routeviews|sydney
# source:topology|BGP|20160103|routeviews|sydney
# source:topology|BGP|20160104|routeviews|sydney
# source:topology|BGP|20160105|routeviews|sydney
# source:topology|BGP|20160101|routeviews|telxatl
# source:topology|BGP|20160102|routeviews|telxatl
# source:topology|BGP|20160103|routeviews|telxatl
# source:topology|BGP|20160104|routeviews|telxatl
# source:topology|BGP|20160105|routeviews|telxatl
# source:topology|BGP|20160101|routeviews|wide
# source:topology|BGP|20160102|routeviews|wide
# source:topology|BGP|20160103|routeviews|wide
# source:topology|BGP|20160104|routeviews|wide
# source:topology|BGP|20160105|routeviews|wide
# c1: 174 209 286 701 1239 1299 2828 2914 3257 3320 3356 5511 6453 6461 6762 7018 12956
# c2: 
# inferred clique: 174 209 286 701 1239 1299 2828 2914 3257 3320 3356 5511 6453 6461 6762 7018 12956
# IXP ASes: 1200 4635 5507 6695 7606 8714 9355 9439 9560 9722 9989 11670 17819 18398 21371 24029 24115 24990 35054 40633 42476 43100 47886 48850 55818
1|11537|0
1|21616|-1
1|34732|-1
1|41387|-1
1|42405|-1
1|43647|-1
1|44912|-1
1|56964|-1
1|61974|-1
1|327926|0
2|57434|-1
3|293|0
3|52434|0
3|52989|-1
3|56603|0
3|131748|-1
3|200929|0
3|262531|-1
3|263978|-1
4|45664|-1
5|12880|0
5|264500|-1
6|3549|0
8|3549|0
8|45664|-1
10|46392|0
12|3549|0
14|3549|0
16|263360|-1
24|293|0
24|2153|0
24|7575|0
24|10343|-1
24|11537|0
26|47065|-1
32|3561|0
32|3671|-1
32|46750|-1
33|3549|0
34|2|-1
35|5691|-1
38|11537|0
42|27|-1
42|187|-1
42|251|0
42|293|0
42|553|0
42|701|0
42|715|-1
42|852|0
42|1103|0
42|1267|0
42|1273|0
42|1764|0
42|1836|0
42|1853|0
42|1916|0
42|2152|0
42|2381|0
42|2497|0
42|2516|0
42|2603|0
42|2905|0
42|3216|0
42|3252|0
42|3257|0
42|3267|0
42|3292|0
42|3303|0
42|3491|0
42|3741|0
42|4181|0
42|4558|0
42|4589|0
42|4608|0
42|4637|0
42|4739|0
42|4777|0
42|4826|0
42|4844|0
42|5413|0
42|5580|0
42|5645|0
42|5650|0
42|5769|0
42|6067|0
42|6079|0
42|6082|0
42|6461|0
42|6667|0
42|6720|0
42|6730|0
42|6762|0
42|6777|0
42|6830|0
42|6939|0
42|7473|0
42|7500|0
42|7575|0
42|7660|0
42|8218|0
42|8220|0
42|8222|0
42|8359|0
42|8419|0
42|8422|0
42|8426|0
42|8447|0
42|8455|0
42|8468|0
42|8492|0
42|8596|0
42|8607|0
42|8758|0
42|8928|0
42|8943|0
42|9002|0
42|9189|0
42|9266|0
42|9304|0
42|10026|0
42|10474|0
42|11039|0
42|11058|0
42|11096|0
42|11164|0
42|11666|0
42|11686|0
42|12350|0
42|12637|0
42|12779|0
42|12859|0
42|12874|0
42|12989|0
42|13237|0
42|13618|0
42|13703|0
42|14061|0
42|14361|0
42|14537|0
42|14840|0
42|15435|0
42|16559|0
42|16668|-1
42|16735|0
42|18786|0
42|19151|0
42|19653|0
42|20080|0
42|20144|-1
42|20485|0
42|20562|0
42|20640|0
42|20771|0
42|20932|0
42|22652|0
42|23673|0
42|23815|0
42|24130|0
42|24482|0
42|25091|0
42|25152|0
42|25160|0
42|25220|0
42|27678|-1
42|28917|0
42|29076|0
42|29140|0
42|29222|0
42|29608|0
42|29611|0
42|29636|0
42|29686|0
42|30132|0
42|30844|0
42|31019|0
42|31025|0
42|31133|0
42|32614|0
42|32978|-1
42|33891|0
42|34288|0
42|34781|0
42|36351|0
42|37100|0
42|37105|0
42|37685|0
42|38809|0
42|38880|0
42|39326|0
42|39792|0
42|39912|0
42|40191|0
42|41095|0
42|41695|0
42|41811|0
42|42541|0
42|42708|0
42|43531|0
42|44217|0
42|44953|0
42|45494|-1
42|47872|0
42|48166|0
42|49605|0
42|50300|0
42|50304|0
42|50763|0
42|51185|0
42|52306|-1
42|52320|0
42|52374|0
42|53070|0
42|53828|0
42|56730|0
42|58511|0
42|62567|0
42|200130|0
42|202018|0
42|202109|0
42|393406|0
46|3549|0
47|7575|0
55|11537|0
55|46274|-1
57|217|-1
57|1998|-1
57|4181|0
57|6263|-1
57|7896|-1
57|7973|-1
57|8148|-1
57|11537|0
57|14763|-1
57|17234|-1
57|18454|-1
57|19782|0
57|20125|-1
57|21727|-1
57|21951|-1
57|26557|-1
57|30220|-1
57|32907|-1
57|33189|-1
57|33455|-1
57|33692|-1
57|40387|0
57|40497|-1
59|293|0
59|513|0
59|4181|0
59|11537|0
62|72|-1
62|2567|-1
62|3549|0
62|11189|-1
62|11690|-1
62|13782|-1
62|16525|-1
62|16678|-1
62|17374|-1
62|19384|-1
62|20013|-1
62|23165|-1
62|26512|-1
62|26940|-1
62|30059|-1
62|30175|-1
62|32382|-1
62|32418|-1
62|32457|-1
62|36111|-1
62|46202|-1
62|46784|-1
62|62659|-1
62|393793|-1
62|394302|-1
64|5691|-1
70|393689|-1
71|3549|0
71|7430|-1
71|9218|-1
71|10782|-1
71|13979|-1
71|15329|-1
73|11537|0
77|4826|0
77|10026|0
77|11666|0
77|12989|0
77|13618|0
77|16559|0
77|16735|0
77|19653|0
77|24482|0
77|36351|0
77|43531|0
78|3549|0
80|100|-1
81|3549|0
81|6559|-1
81|10952|-1
81|11426|0
81|11442|-1
81|11537|0
81|11540|-1
81|11777|-1
81|13371|-1
81|17031|-1
81|18538|-1
81|19718|-1
81|20197|0
81|22753|0
81|22854|-1
81|26741|-1
81|27446|-1
81|29901|-1
81|32417|-1
81|32711|-1
81|33401|-1
81|36850|-1
81|40245|-1
81|46255|-1
81|46963|-1
81|53785|-1
81|54640|-1
81|394165|-1
88|293|0
88|1785|0
91|3549|0
98|3549|0
100|54034|0
101|73|-1
101|293|0
101|852|0
101|2152|0
101|2153|0
101|2497|0
101|2603|0
101|3130|0
101|3401|-1
101|3428|-1
101|3491|0
101|3549|0
101|3807|-1
101|4193|-1
101|6216|-1
101|6939|0
101|7575|0
101|7774|-1
101|10430|-1
101|11537|0
101|11649|-1
101|11686|0
101|12989|0
101|13476|-1
101|14221|-1
101|14954|-1
101|15307|-1
101|17200|-1
101|18856|-1
101|20388|0
101|20485|0
101|22335|0
101|22388|0
101|24482|0
101|25845|-1
101|36351|0
101|40272|-1
103|293|0
109|3549|0
109|38809|0
109|58511|0
112|553|0
112|2852|0
112|3252|0
112|3267|0
112|3292|0
112|4589|0
112|4739|0
112|6667|0
112|6939|0
112|7575|0
112|8220|0
112|8283|0
112|8447|0
112|8468|0
112|8492|0
112|9002|0
112|9304|0
112|10026|0
112|12637|0
112|12859|0
112|12989|0
112|13030|0
112|13237|0
112|15435|0
112|19151|0
112|20485|0
112|20562|0
112|20932|0
112|21640|0
112|22652|0
112|24482|0
112|25220|0
112|28917|0
112|29140|0
112|29608|0
112|30132|0
112|30844|0
